Title,Year,Genre_1,Genre_2,Genre_3,Director,Writer_1,Writer_2,Writer_3,Actors_1,Actors_2,Actors_3,Actors_4,Metascore,imdbVotes,Language,Country,imdbRating
Mary and Max,2009,6.792329149232918,6.321287231826699,6.805938349954643,7.8,7.8,?,?,6.700000000000001,7.200000000000001,7.266666666666667,6.884615384615383,?,115.0,Yiddish,Australia,A
Gone Girl,2014,6.59053643724697,6.805938349954643,6.511945812807886,7.942857142857143,8.1,8.1,?,6.313043478260869,6.649999999999999,6.716666666666668,5.091666666666666,79.0,548.0,English,USA,A
Kill Bill: Vol. 1,2003,6.164596895343019,?,?,7.824999999999999,7.8999999999999995,7.8999999999999995,8.1,5.957894736842104,5.8999999999999995,6.109999999999999,5.9526315789473685,69.0,716.0,English,USA,A
Rush,2013,6.164596895343019,7.090517241379306,6.805938349954643,6.816666666666666,7.349999999999999,?,?,7.25,7.5200000000000005,6.55,7.166666666666667,75.0,302.0,English,UK,A
Life of Brian,1979,6.321287231826699,?,?,6.7250000000000005,7.45,7.6125,7.340000000000001,7.45,6.984615384615385,7.88,7.144444444444444,75.0,265.0,English,UK,A
Hotel Rwanda,2004,6.805938349954643,7.13501199040767,7.116258351893096,7.4,8.1,7.26,?,8.1,6.73888888888889,8.1,7.0,79.0,258.0,French,UK,A
There Will Be Blood,2007,6.805938349954643,?,?,7.720000000000001,7.720000000000001,7.25,?,7.43,8.1,8.1,8.1,92.0,364.0,English,USA,A
The Maltese Falcon,1941,6.59053643724697,6.805938349954643,7.172522522522525,7.256000000000003,7.6000000000000005,7.471428571428572,?,7.337209302325581,7.300000000000001,7.8,6.761111111111111,?,110.0,English,USA,A
Platoon,1986,6.805938349954643,7.116258351893096,?,6.831249999999999,7.092307692307691,?,?,6.518181818181817,6.25,6.68076923076923,6.536842105263157,?,284.0,English,UK,A
Mad Max: Fury Road,2015,6.164596895343019,6.3626827717736845,5.828839390386872,6.570000000000002,6.885714285714286,8.1,8.1,7.33,6.710000000000001,7.1499999999999995,8.1,90.0,503.0,English,Australia,A
Spotlight,2015,7.090517241379306,6.805938349954643,7.13501199040767,7.666666666666667,8.1,7.7,?,7.0,6.405263157894736,7.009090909090909,6.5,93.0,151.0,English,USA,A
Network,1976,6.805938349954643,?,?,6.939999999999999,7.355555555555556,?,?,6.65,7.104,7.122222222222222,6.75,?,100.0,English,USA,A
Butch Cassidy and the Sundance Kid,1969,7.090517241379306,6.59053643724697,6.805938349954643,7.154545454545455,7.147619047619047,?,?,6.78918918918919,6.887499999999998,6.41111111111111,6.971428571428571,58.0,147.0,English,USA,A
Stand by Me,1986,6.3626827717736845,6.805938349954643,?,7.035714285714286,6.057142857142857,7.074999999999999,6.779999999999999,7.3,6.960000000000001,6.5249999999999995,5.26,?,264.0,English,USA,A
Shutter Island,2010,6.511945812807886,6.295724782899136,?,7.507692307692306,6.4,7.933333333333334,?,7.363636363636363,7.0,7.056521739130435,7.133333333333334,63.0,763.0,English,USA,A
In the Name of the Father,1993,7.090517241379306,6.805938349954643,7.13501199040767,7.18,8.1,7.26,7.725,8.1,7.43,8.1,6.964285714285715,84.0,105.0,English,Ireland,A
Persona,1966,6.805938349954643,5.6362158167036265,6.295724782899136,7.596428571428569,7.649999999999998,?,?,6.871428571428571,7.67,8.2,7.950000000000001,?,59.0,English,Sweden,A
12 Years a Slave,2013,7.090517241379306,6.805938349954643,7.13501199040767,8.1,6.455555555555554,8.1,?,7.285714285714285,7.699999999999999,8.1,8.1,97.0,422.0,English,USA,A
The Revenant,2015,6.3626827717736845,6.805938349954643,6.295724782899136,7.8999999999999995,7.15,7.8,8.1,7.363636363636363,7.33,8.1,7.1499999999999995,76.0,324.0,English,USA,A
The Grand Budapest Hotel,2014,6.3626827717736845,6.321287231826699,6.805938349954643,7.542857142857144,7.666666666666667,7.6125,7.6125,7.13,6.883333333333334,7.166666666666668,6.6,88.0,451.0,English,USA,A
Amores Perros,2000,6.805938349954643,6.295724782899136,?,7.8999999999999995,7.5,?,?,8.1,7.257142857142857,8.1,8.1,83.0,169.0,Spanish,Mexico,A
The Princess Bride,1987,6.3626827717736845,6.321287231826699,6.2881696428571345,7.035714285714286,7.147619047619047,7.147619047619047,?,6.680000000000001,6.733333333333333,6.428571428571429,8.0,77.0,286.0,English,USA,A
Million Dollar Baby,2004,6.805938349954643,6.5056939501779345,?,7.048387096774195,7.371428571428571,8.1,?,7.011627906976745,5.984615384615386,6.881081081081081,7.1,86.0,471.0,English,USA,A
Ben-Hur,1959,6.3626827717736845,6.805938349954643,7.13501199040767,7.7799999999999985,6.8,6.7,?,6.82,7.02,8.1,6.75,?,156.0,English,USA,A
Touch of Evil,1958,6.59053643724697,7.172522522522525,6.295724782899136,7.71111111111111,7.433333333333333,7.449999999999999,?,6.82,6.8999999999999995,7.223076923076923,7.1125,?,71.0,English,USA,A
Annie Hall,1977,6.321287231826699,6.596904663640125,?,7.180487804878048,7.137209302325581,7.016666666666667,?,7.022727272727275,6.629166666666666,6.05,6.333333333333335,?,187.0,English,USA,A
The Grapes of Wrath,1940,6.805938349954643,?,?,7.24375,7.175000000000001,7.324999999999999,?,7.1076923076923055,7.666666666666667,5.372222222222224,7.366666666666666,?,61.0,English,USA,A
Hachi: A Dogs Tale,2009,6.805938349954643,6.2881696428571345,?,6.933333333333333,8.1,7.75,?,6.251612903225805,6.74,6.5249999999999995,7.066666666666666,?,148.0,English,USA,A
Stalker,1979,6.805938349954643,6.511945812807886,5.828839390386872,8.200000000000001,7.8,7.633333333333333,7.8,8.2,7.6,7.866666666666667,8.3,?,65.0,Russian,Soviet Union,A
Jurassic Park,1993,6.3626827717736845,5.828839390386872,6.295724782899136,7.4875,6.4399999999999995,6.4399999999999995,6.586363636363635,6.8450000000000015,6.749999999999999,6.275,7.130769230769232,68.0,594.0,English,USA,A
Gandhi,1982,7.090517241379306,6.805938349954643,7.13501199040767,6.909090909090909,6.88,?,?,7.056521739130435,6.663636363636363,7.4,6.86,?,166.0,English,UK,A
The Bourne Ultimatum,2007,6.164596895343019,6.295724782899136,?,7.542857142857143,7.141666666666666,7.074999999999999,6.800000000000001,7.1739130434782625,6.375,6.9363636363636365,6.850000000000001,85.0,476.0,English,USA,A
Before Sunrise,1995,6.805938349954643,6.596904663640125,?,7.266666666666666,7.333333333333333,8.1,?,6.85,7.271428571428572,8.1,8.1,77.0,177.0,English,USA,A
Donnie Darko,2001,6.805938349954643,5.828839390386872,6.295724782899136,6.8,5.86,?,?,7.1499999999999995,7.6000000000000005,6.6875,5.475,71.0,564.0,English,USA,A
The Truman Show,1998,6.805938349954643,?,?,7.308333333333334,7.499999999999998,?,?,6.3421052631578965,6.786666666666666,7.1,6.05,90.0,646.0,English,USA,A
Rocky,1976,6.805938349954643,6.5056939501779345,?,6.45,6.233333333333334,?,?,6.043749999999999,6.4,5.981818181818183,6.6000000000000005,?,363.0,English,USA,A
The Wizard of Oz,1939,6.3626827717736845,6.2881696428571345,6.270794392523365,6.9705882352941195,6.760000000000001,8.1,7.3,7.128571428571429,6.811764705882351,7.433333333333334,7.199999999999999,100.0,285.0,English,USA,A
The Best Years of Our Lives,1946,6.805938349954643,6.596904663640125,7.116258351893096,7.7799999999999985,7.207692307692308,7.866666666666666,?,7.1185185185185205,7.080000000000001,6.994444444444444,7.712499999999999,?,38.0,English,USA,A
The Terminator,1984,6.164596895343019,5.828839390386872,?,7.622222222222222,7.544444444444445,7.25,6.75,6.144000000000001,6.29,6.08,6.683333333333334,83.0,586.0,English,UK,A
Monsters,2010,6.805938349954643,5.828839390386872,?,6.4,6.4,?,?,6.300000000000001,6.0,6.4,6.4,63.0,74.0,English,UK,C
Twelve Monkeys,1995,6.511945812807886,5.828839390386872,6.295724782899136,7.236363636363635,8.233333333333333,7.083333333333335,8.1,8.1,6.363636363636363,8.1,8.1,74.0,450.0,English,USA,A
Harry Potter and the Deathly Hallows: Part 2,2011,6.3626827717736845,6.805938349954643,6.270794392523365,7.7,7.3090909090909095,7.6571428571428575,?,7.13,6.884615384615385,7.0699999999999985,7.6499999999999995,87.0,525.0,English,USA,A
Sin City,2005,6.59053643724697,6.295724782899136,?,6.449999999999999,5.783333333333332,?,?,5.991666666666667,6.449999999999999,6.675,6.95,74.0,644.0,English,USA,A
Strangers on a Train,1951,6.59053643724697,7.172522522522525,6.295724782899136,7.125000000000001,7.371428571428572,8.1,7.6,7.44,7.6000000000000005,7.475,7.3999999999999995,?,93.0,English,USA,A
Groundhog Day,1993,6.321287231826699,6.270794392523365,6.596904663640125,6.289999999999999,8.1,6.4799999999999995,8.1,6.9363636363636365,6.141666666666667,6.050000000000001,7.1000000000000005,72.0,427.0,English,USA,A
Jaws,1975,6.3626827717736845,6.805938349954643,6.295724782899136,7.4875,5.644444444444445,5.8500000000000005,5.644444444444445,7.1,7.07,6.604000000000001,5.775,79.0,402.0,English,USA,A
La Haine,1995,6.59053643724697,6.805938349954643,?,6.6000000000000005,6.866666666666667,?,?,6.7749999999999995,7.8,7.066666666666666,8.1,?,100.0,French,France,A
Barry Lyndon,1975,6.3626827717736845,6.805938349954643,7.13501199040767,7.46875,8.059999999999999,6.85,?,6.3538461538461535,7.25,7.25,7.45,?,98.0,English,UK,A
Prisoners,2013,6.59053643724697,6.805938349954643,6.511945812807886,7.866666666666666,8.1,?,?,6.960000000000002,7.1499999999999995,7.233333333333333,6.3428571428571425,74.0,368.0,English,USA,A
The Martian,2015,6.3626827717736845,6.805938349954643,5.828839390386872,7.199999999999999,7.366666666666667,8.1,?,7.1739130434782625,7.06,6.519999999999999,6.458823529411765,80.0,409.0,English,USA,A
Dog Day Afternoon,1975,6.59053643724697,6.805938349954643,?,6.939999999999999,6.814285714285714,7.033333333333334,8.0,7.7,8.0,8.033333333333333,8.0,?,177.0,English,USA,A
The Imitation Game,2014,7.090517241379306,6.805938349954643,6.295724782899136,7.85,8.1,8.1,?,7.55,7.011111111111111,7.2375,8.1,73.0,434.0,English,UK,A
The Avengers,2012,6.164596895343019,6.3626827717736845,5.828839390386872,8.05,7.1571428571428575,6.44,7.1571428571428575,6.728124999999998,6.615384615384615,7.0,7.25,69.0,960.0,English,USA,A
Pirates of the Caribbean: The Curse of the Black Pearl,2003,6.164596895343019,6.3626827717736845,6.270794392523365,6.9125000000000005,6.953333333333334,6.910000000000001,6.9399999999999995,6.949999999999999,7.040000000000001,7.225,7.011111111111111,63.0,792.0,English,USA,A
The Kings Speech,2010,7.090517241379306,6.805938349954643,7.13501199040767,7.8,7.45,?,?,6.518749999999999,6.949999999999999,6.7875,8.0,88.0,491.0,English,UK,A
Catch Me If You Can,2002,7.090517241379306,6.59053643724697,6.805938349954643,7.4875,6.749999999999999,8.0,8.0,7.363636363636363,6.945454545454546,6.455555555555556,7.0,76.0,505.0,French,USA,A
The Help,2011,6.805938349954643,?,?,8.1,8.1,8.1,?,6.8375,7.233333333333333,6.9,7.5,62.0,311.0,English,USA,A
Guardians of the Galaxy,2014,6.164596895343019,6.3626827717736845,5.828839390386872,7.133333333333333,6.442857142857143,8.1,8.1,6.566666666666666,7.083333333333332,8.1,6.761538461538461,76.0,648.0,English,USA,A
Roman Holiday,1953,6.321287231826699,6.596904663640125,?,7.7799999999999985,7.0,7.5625,7.272222222222222,7.13888888888889,7.277777777777778,6.80625,8.1,76.0,97.0,English,USA,A
High Noon,1952,6.757500000000003,?,?,7.5636363636363635,6.921428571428571,8.1,?,7.19642857142857,7.159999999999999,6.616666666666667,7.266666666666667,89.0,78.0,English,USA,A
Beauty and the Beast,1991,6.792329149232918,6.2881696428571345,6.270794392523365,7.4,7.8,7.6,7.75,6.5,8.0,8.0,6.866666666666666,?,300.0,French,USA,A
Whos Afraid of Virginia Woolf?,1966,6.805938349954643,?,?,6.888888888888889,7.645454545454545,?,?,6.889473684210528,6.731578947368422,6.6000000000000005,7.016666666666668,?,55.0,English,USA,A
Notorious,1946,6.805938349954643,7.172522522522525,6.596904663640125,7.125000000000001,6.959999999999997,?,?,7.2524999999999995,7.042857142857142,7.294999999999999,7.155555555555556,?,72.0,English,USA,A
The Man Who Shot Liberty Valance,1962,6.757500000000003,?,?,7.24375,7.125,7.3,7.075000000000001,6.831666666666665,7.256521739130435,7.140000000000001,6.988235294117648,?,52.0,English,USA,A
Akira,1988,6.792329149232918,6.164596895343019,5.828839390386872,7.5,7.674999999999999,8.1,7.674999999999999,8.1,8.1,7.55,8.1,76.0,103.0,Japanese,Japan,A
PK,2014,6.321287231826699,6.805938349954643,6.596904663640125,8.366666666666667,8.366666666666667,8.350000000000001,?,7.758333333333334,7.066666666666667,6.220000000000001,8.3,?,79.0,Hindi,India,A
Das Boot,1981,6.3626827717736845,6.805938349954643,6.295724782899136,6.860000000000001,7.433333333333334,8.4,?,5.95,8.4,8.4,8.4,86.0,164.0,German,West Germany,A
The Intouchables,2011,7.090517241379306,6.321287231826699,6.805938349954643,8.6,8.6,8.6,?,7.720000000000001,8.6,8.6,8.6,57.0,485.0,French,France,S
A Aa E Ee,2009,6.2881696428571345,?,?,5.8,N/A,?,?,6.55,5.8,5.8,5.8,?,18.0,Tamil,India,C
A-Haunting We Will Go,1942,6.321287231826699,?,?,6.612499999999999,5.8500000000000005,5.8500000000000005,6.4,7.043750000000002,6.99607843137255,6.4,6.550000000000001,?,690.0,English,USA,C
À nos amours,1983,6.805938349954643,6.596904663640125,?,7.15,7.300000000000001,7.15,?,7.25,7.15,7.4,7.4,?,3.0,French,France,B
À Nous la Liberté,1931,6.321287231826699,6.58008948545861,?,7.4,7.4399999999999995,?,?,7.7,7.7,7.7,7.65,?,3.0,French,France,A
À Propos de Nice,1930,7.163705103969749,6.7513986013986,6.321287231826699,7.3999999999999995,7.6,7.15,?,N/A,?,?,?,?,2.0,None,France,A
The A-Team,2010,6.164596895343019,6.3626827717736845,6.321287231826699,7.0,6.8999999999999995,6.8,6.5,6.686956521739132,6.814285714285714,6.058333333333334,6.8,47.0,208.0,English,USA,B
Aa Ab Laut Chalen,1999,6.58008948545861,6.596904663640125,6.805938349954643,5.4,6.526666666666666,5.6818181818181825,5.6818181818181825,6.275,4.7,6.128571428571429,5.4,?,1.0,Hindi,India,F
Aa Dekhen Zara,2009,5.828839390386872,6.295724782899136,?,5.0,6.05,6.05,?,5.9,4.85,5.0,5.0,?,699.0,Hindi,India,F
Aa Dinagalu,2007,6.59053643724697,6.805938349954643,6.596904663640125,7.3,7.4,7.3,7.3,7.3,7.3,7.3,6.075,?,126.0,Kannada,India,B
Aa Jaa Sanam,1975,N/A,?,?,6.2,N/A,?,?,6.2,6.2,6.75,6.2,?,8.0,Hindi,India,C
Aa Naluguru,2004,6.805938349954643,?,?,8.3,8.3,?,?,7.233333333333334,8.3,8.3,5.460000000000001,?,689.0,Telugu,India,A
Aa Neram Alppa Dooram,1985,6.164596895343019,6.511945812807886,6.295724782899136,5.2,5.125,5.2,5.2,6.58,5.2,5.2,5.2,?,9.0,Malayalam,India,F
Aaaah,2014,6.3626827717736845,5.6362158167036265,6.295724782899136,5.6,5.6,5.6,?,5.6,5.75,5.6,5.6,?,82.0,Tamil,India,C
Aaag Hi Aag,1999,6.164596895343019,?,?,5.5,6.1000000000000005,5.5,?,6.025,5.385714285714285,5.324999999999999,5.5,?,21.0,Hindi,India,C
Aabra Ka Daabra,2004,6.270794392523365,?,?,2.9,N/A,?,?,2.9,4.35,6.375,2.9,?,128.0,Hindi,India,F
Aachi and Ssipak,2006,6.792329149232918,6.164596895343019,6.321287231826699,6.9,6.9,6.9,6.9,6.9,6.9,6.9,6.9,?,1.0,Korean,South Korea,B
Aadama Jaichomada,2014,6.321287231826699,?,?,5.9,5.9,?,?,5.9,5.9,5.75,5.9,?,99.0,Tamil,India,C
Aadat Se Majboor,1982,6.164596895343019,6.59053643724697,6.805938349954643,5.3,5.85,5.85,?,6.025,5.3,5.3,5.85,?,13.0,Hindi,India,F
Aadharshila,1982,N/A,?,?,5.8,N/A,?,?,5.8,6.65,5.8,4.35,?,14.0,Hindi,India,C
Aadhi Lakshmi,2006,6.164596895343019,?,?,3.9,3.9,3.9,?,3.9,5.0,5.460000000000001,3.9,?,10.0,Telugu,India,F
Aadhi Mimansa,1991,N/A,?,?,6.4,5.85,5.85,?,5.85,6.4,6.3999999999999995,6.4,?,7.0,Hindi,India,C
Aadhi Raat,1950,6.596904663640125,?,?,5.1,N/A,?,?,6.3,5.85,6.25,6.3999999999999995,?,8.0,Hindi,India,F
Aadi,2002,6.164596895343019,?,?,5.9,7.2,7.2,5.9,7.2,5.0,5.460000000000001,5.9,?,642.0,Telugu,India,B
Lifes for Living: Aadmi,1939,N/A,?,?,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,?,7.0,Hindi,India,C
Aadmi Aur Aurat,1984,N/A,?,?,8.1,8.1,8.1,?,8.266666666666667,8.1,8.1,8.1,?,31.0,Hindi,India,A
Aadmi Aur Insaan,1969,6.805938349954643,6.596904663640125,6.295724782899136,7.8,7.15,?,?,6.685714285714286,7.0,6.75,7.3,?,82.0,Hindi,India,B
Aadmi Khilona Hai,1993,6.805938349954643,6.596904663640125,?,5.4,N/A,?,?,5.4,5.4,5.7,5.75,?,76.0,Hindi,India,F
Aadmi Sadak Ka,1977,6.805938349954643,6.2881696428571345,?,6.0,6.0,6.0,?,6.033333333333334,6.0,6.0,6.0,?,20.0,Hindi,India,C
Aadu,2015,N/A,?,?,5.2,5.2,?,?,5.2,5.2,5.2,5.2,?,213.0,Malayalam,India,F
Aadu Magaadra Bujji,2013,6.164596895343019,6.321287231826699,6.596904663640125,5.5,5.5,5.5,5.5,5.5,5.5,4.9,5.5,?,33.0,Telugu,India,C
Aadu Puli,2011,6.164596895343019,?,?,N/A,N/A,?,?,4.5,6.35,?,?,?,11.0,Tamil,India,F
Aadukalam,2011,6.164596895343019,6.805938349954643,6.596904663640125,8.0,8.0,8.0,?,8.0,7.266666666666666,8.0,8.0,?,2.0,Tamil,India,A
Aadyathe Kanmani,1995,6.321287231826699,6.805938349954643,?,6.1,6.1,6.1,6.1,6.449999999999999,6.1,6.1,6.1,?,78.0,Malayalam,India,C
Aafat,1977,N/A,?,?,6.4,6.4,6.4,?,6.4,6.4,6.4,6.5,?,8.0,Hindi,India,C
Aag,1948,6.58008948545861,6.596904663640125,?,7.699999999999999,7.539999999999999,7.539999999999999,7.539999999999999,7.716666666666668,7.25,7.85,7.3,?,259.0,Hindi,India,B
Aag Aur Chingari,1994,N/A,?,?,3.4,N/A,?,?,3.4,4.05,5.45,3.4,?,8.0,Hindi,India,F
Aag Aur Daag,1970,6.164596895343019,6.321287231826699,6.805938349954643,3.8,3.8,3.8,3.8,3.8,3.8,3.8,3.8,?,9.0,Hindi,India,F
Aag Aur Shola,1986,N/A,?,?,3.9,N/A,?,?,3.9,5.45,6.333333333333333,3.9,?,17.0,Hindi,India,F
Aag Hi Aag,1987,6.164596895343019,?,?,5.3,5.449999999999999,5.449999999999999,5.449999999999999,6.685714285714286,6.033333333333334,6.566666666666666,6.266666666666667,?,53.0,Hindi,India,F
Aag Ka Gola,1990,6.164596895343019,?,?,5.8,5.449999999999999,5.449999999999999,5.449999999999999,5.275,6.433333333333334,5.6,4.433333333333333,?,58.0,Hindi,India,C
Aag Ka Toofan,1993,N/A,?,?,5.0,N/A,?,?,5.0,6.685714285714286,5.0,5.65,?,6.0,Hindi,India,F
Aag Laga Do Sawan Ko,1991,N/A,?,?,6.4,N/A,?,?,6.75,6.4,6.4,6.4,?,5.0,Hindi,India,C
Aag Se Khelenge,1989,6.164596895343019,?,?,5.4,6.526666666666666,5.6000000000000005,?,5.4,5.553846153846153,5.75,5.4,?,27.0,Hindi,India,F
Aagadu,2014,6.164596895343019,6.321287231826699,6.805938349954643,5.05,5.6,5.6,?,5.6,5.6,5.8,6.199999999999999,?,2.0,Telugu,India,C
Aagathan,2010,6.805938349954643,6.596904663640125,?,5.949999999999999,5.125,5.125,5.125,5.1,5.1,5.933333333333334,5.1,?,131.0,Malayalam,India,F
